Animal_Id,Outcome_Type,Outcome_Subtype,Outcome_Date,Impound_Number,Outcome_Condition
A0970499,ADOPTION,WESTMORELD,07/25/2022 12:00:00 AM,K22-560426,APP WNL
A0970763,ADOPTION,WESTMORELD,01/05/2022 12:00:00 AM,K21-542651,APP WNL
A0970794,RETURNED TO OWNER,WESTMORELD,05/22/2022 12:00:00 AM,K22-555285,APP WNL
A0970836,ADOPTION,ADOPETS,11/18/2021 12:00:00 AM,K21-541421,APP WNL
A0971776,RETURNED TO OWNER,WESTMORELD,04/11/2022 12:00:00 AM,K22-551079,APP WNL
A0972496,FOSTER,GENERAL,03/21/2022 12:00:00 AM,K22-550305,APP WNL
A0972496,FOSTER,GENERAL,03/17/2022 12:00:00 AM,K22-550107,APP WNL
A0972496,FOSTER,GENERAL,01/07/2022 12:00:00 AM,K22-544831,APP WNL
A0974279,RETURNED TO OWNER,FIELD,10/04/2021 12:00:00 AM,K21-538174,APP WNL
A0974694,RETURNED TO OWNER,WESTMORELD,01/19/2022 12:00:00 AM,K22-545581,APP WNL
A0977563,RETURNED TO OWNER,WESTMORELD,12/12/2021 12:00:00 AM,K21-543049,APP WNL
A0978196,RETURNED TO OWNER,WESTMORELD,12/19/2021 12:00:00 AM,K21-543218,APP WNL
A0980028,EUTHANIZED,MEDICAL,05/13/2022 12:00:00 AM,K22-553234,APP SICK
A0980543,EUTHANIZED,MEDICAL,08/18/2022 12:00:00 AM,K22-562806,CRITICAL
A0981251,RETURNED TO OWNER,WESTMORELD,05/21/2022 12:00:00 AM,K22-551693,APP WNL
A0981599,RETURNED TO OWNER,WESTMORELD,11/14/2021 12:00:00 AM,K21-541187,APP WNL
A0981904,FOSTER,SAME DAY,03/11/2022 12:00:00 AM,K22-548677,APP WNL
A0981904,ADOPTION,BY FOSTER,09/05/2022 12:00:00 AM,K22-564474,APP WNL
A0981913,ADOPTION,WESTMORELD,10/17/2021 12:00:00 AM,K21-538045,APP WNL
A0982021,ADOPTION,WESTMORELD,06/12/2022 12:00:00 AM,K22-556621,APP WNL
A0982030,EUTHANIZED,HUMANE,09/23/2022 12:00:00 AM,K22-565999,CRITICAL
A0982658,TREATMENT,COMPLETED,08/31/2022 12:00:00 AM,K22-563910,APP WNL
A0982658,TREATMENT,COMPLETED,07/29/2022 12:00:00 AM,K22-561172,APP WNL
A0982658,ADOPTION,BY FOSTER,08/25/2022 12:00:00 AM,K22-558021,APP WNL
A0983017,RETURNED TO OWNER,WESTMORELD,04/20/2022 12:00:00 AM,K22-551431,APP WNL
A0983134,TREATMENT,COMPLETED,10/10/2021 12:00:00 AM,K21-538625,APP WNL
A0983545,RETURNED TO OWNER,WESTMORELD,10/06/2021 12:00:00 AM,K21-538201,APP WNL
A0983588,TRANSFER,TRANSPORT,02/06/2022 12:00:00 AM,K21-544796,APP WNL
A0983903,ADOPTION,WESTMORELD,08/31/2022 12:00:00 AM,K22-563870,APP WNL
A0984077,EUTHANIZED,SPACE,10/26/2022 12:00:00 AM,K22-563848,APP WNL
A0985507,EUTHANIZED,BITE,05/13/2022 12:00:00 AM,K22-553253,APP WNL
A0985661,RETURNED TO OWNER,WESTMORELD,10/25/2021 12:00:00 AM,K21-539655,APP WNL
A0985819,TRANSFER,INV,11/02/2021 12:00:00 AM,K21-540309,DECEASED
A0986041,RETURNED TO OWNER,WESTMORELD,04/01/2022 12:00:00 AM,K22-550703,APP WNL
A0986052,RETURNED TO OWNER,WESTMORELD,10/26/2021 12:00:00 AM,K21-539756,APP WNL
A0986887,EUTHANIZED,BITE,06/06/2022 12:00:00 AM,K22-555102,APP WNL
A0986941,EUTHANIZED,HUMANE,09/15/2022 12:00:00 AM,K22-565347,CRITICAL
A0987098,EUTHANIZED,MEDICAL,05/03/2022 12:00:00 AM,K22-553284,APP INJ
A0987607,TREATMENT,COMPLETED,10/10/2021 12:00:00 AM,K21-538618,APP WNL
A0988044,ADOPTION,WESTMORELD,12/20/2021 12:00:00 AM,K21-543566,APP WNL
A0988439,FOSTER,GENERAL,02/02/2022 12:00:00 AM,K22-546240,APP WNL
A0988439,TRANSFER,BEHAVIOR,02/19/2022 12:00:00 AM,K22-547456,APP WNL
A0989263,EUTHANIZED,BEHAVIOR,08/07/2022 12:00:00 AM,K22-561382,APP WNL
A0989672,ADOPTION,WESTMORELD,04/17/2022 12:00:00 AM,K22-552129,APP WNL
A0989784,RETURNED TO OWNER,WESTMORELD,03/05/2022 12:00:00 AM,K22-549106,APP WNL
A0989917,ADOPTION,ADOPETS,01/01/2022 12:00:00 AM,K21-543299,APP WNL
A0989917,EUTHANIZED,BITE,01/05/2022 12:00:00 AM,K22-544858,APP WNL
A0989968,TRANSFER,BEHAVIOR,06/24/2022 12:00:00 AM,K22-557664,APP WNL
A0990220,RETURNED TO OWNER,FIELD,11/22/2021 12:00:00 AM,K21-542046,APP WNL
A0991818,ADOPTION,WESTMORELD,09/18/2022 12:00:00 AM,K22-565051,APP WNL
A0991994,EUTHANIZED,BEHAVIOR,06/21/2022 12:00:00 AM,K22-557200,APP WNL
A0992721,ADOPTION,WESTMORELD,05/14/2022 12:00:00 AM,K22-551995,APP WNL
A0992867,ADOPTION,WESTMORELD,05/24/2022 12:00:00 AM,K22-553039,APP WNL
A0992867,RETURNED TO OWNER,WESTMORELD,07/20/2022 12:00:00 AM,K22-560051,APP WNL
A0993954,ADOPTION,BY FOSTER,10/13/2021 12:00:00 AM,K21-538874,APP WNL
A0994062,RETURNED TO OWNER,WESTMORELD,12/10/2021 12:00:00 AM,K21-542979,APP WNL
A0994133,RETURNED TO OWNER,FIELD,07/24/2022 12:00:00 AM,K22-560823,APP WNL
A0994137,RETURNED TO OWNER,FIELD,07/24/2022 12:00:00 AM,K22-560822,APP WNL
A0994846,ADOPTION,WESTMORELD,05/03/2022 12:00:00 AM,K22-553026,APP WNL
A0995010,RETURNED TO OWNER,WESTMORELD,06/14/2022 12:00:00 AM,K22-556824,APP WNL
A0998289,TRANSFER,TRANSPORT,02/05/2022 12:00:00 AM,K22-546239,APP WNL
A0998347,TRANSFER,TRANSPORT,08/15/2022 12:00:00 AM,K22-562655,APP WNL
A0998966,TRANSFER,INV,05/18/2022 12:00:00 AM,K22-554890,DECEASED
A0999124,RETURNED TO OWNER,WESTMORELD,05/29/2022 12:00:00 AM,K22-555111,APP WNL
A0999124,RETURNED TO OWNER,FIELD,10/19/2021 12:00:00 AM,K21-539407,APP WNL
A1000140,EUTHANIZED,BITE,02/07/2022 12:00:00 AM,K22-546705,APP WNL
A1000868,TRANSFER,INV,03/05/2022 12:00:00 AM,K22-549157,CRITICAL
A1001177,TREATMENT,COMPLETED,02/21/2022 12:00:00 AM,K22-548306,APP WNL
A1001177,TREATMENT,COMPLETED,03/11/2022 12:00:00 AM,K22-549548,APP WNL
A1001177,TREATMENT,COMPLETED,04/13/2022 12:00:00 AM,K22-551829,APP WNL
A1001177,ADOPTION,WESTMORELD,01/11/2022 12:00:00 AM,K21-540660,APP WNL
A1001188,RETURNED TO OWNER,WESTMORELD,07/12/2022 12:00:00 AM,K22-558559,APP WNL
A1001892,TRANSFER,TRANSPORT,02/26/2022 12:00:00 AM,K22-548288,APP INJ
A1002083,ADOPTION,ADOPETS,12/14/2021 12:00:00 AM,K21-542501,APP WNL
A1002166,TRANSFER,MEDICAL,01/02/2022 12:00:00 AM,K21-544692,APP INJ
A1002192,TREATMENT,COMPLETED,12/30/2021 12:00:00 AM,K21-544669,APP WNL
A1002192,TREATMENT,COMPLETED,11/04/2021 12:00:00 AM,K21-540667,APP WNL
A1002192,TREATMENT,COMPLETED,03/29/2022 12:00:00 AM,K22-550641,APP WNL
A1003255,TRANSFER,GENERAL,08/25/2022 12:00:00 AM,K22-562908,APP WNL
A1003694,RETURNED TO OWNER,WESTMORELD,04/29/2022 12:00:00 AM,K22-553280,APP WNL
A1003752,TREATMENT,COMPLETED,10/22/2021 12:00:00 AM,K21-539611,APP WNL
A1003752,TREATMENT,COMPLETED,12/16/2021 12:00:00 AM,K21-543715,APP WNL
A1003752,TREATMENT,COMPLETED,01/21/2022 12:00:00 AM,K22-546146,APP WNL
A1003974,TREATMENT,COMPLETED,10/18/2021 12:00:00 AM,K21-539292,APP WNL
A1003974,EUTHANIZED,SPACE,10/08/2022 12:00:00 AM,K22-566295,APP WNL
A1004045,ADOPTION,IN FOSTER,05/27/2022 12:00:00 AM,K22-555782,APP WNL
A1004045,FOSTER,GENERAL,05/22/2022 12:00:00 AM,K22-551365,APP WNL
A1004091,TREATMENT,COMPLETED,10/23/2021 12:00:00 AM,K21-539698,APP WNL
A1004091,TREATMENT,COMPLETED,11/30/2021 12:00:00 AM,K21-542475,APP WNL
A1004272,RETURNED TO OWNER,WESTMORELD,03/02/2022 12:00:00 AM,K22-548780,APP WNL
A1004381,TREATMENT,COMPLETED,04/08/2022 12:00:00 AM,K22-551437,APP WNL
A1004381,TREATMENT,COMPLETED,02/02/2022 12:00:00 AM,K22-547028,APP WNL
A1004598,ADOPTION,WESTMORELD,04/18/2022 12:00:00 AM,K22-552133,APP WNL
A1004638,RETURNED TO OWNER,FIELD,01/20/2022 12:00:00 AM,K22-546151,APP WNL
A1004833,FOSTER,GENERAL,08/28/2022 12:00:00 AM,K22-555674,APP WNL
A1004833,ADOPTION,IN FOSTER,08/30/2022 12:00:00 AM,K22-563993,APP WNL
A1005038,RETURNED TO OWNER,WESTMORELD,09/04/2022 12:00:00 AM,K22-563767,APP WNL
A1005263,EUTHANIZED,BEHAVIOR,07/13/2022 12:00:00 AM,K22-559023,APP WNL
A1005320,ADOPTION,WESTMORELD,12/07/2021 12:00:00 AM,K21-542670,APP WNL
A1005324,ADOPTION,ADOPETS,12/07/2021 12:00:00 AM,K21-542671,APP WNL
A1005336,RETURNED TO OWNER,WESTMORELD,02/27/2022 12:00:00 AM,K22-548235,APP WNL
A1005666,FOSTER,TRANSPORT,10/26/2022 12:00:00 AM,K22-565467,APP WNL
A1006379,RETURNED TO OWNER,FIELD,12/01/2021 12:00:00 AM,K21-542618,APP WNL
A1006379,EUTHANIZED,BEHAVIOR,02/17/2022 12:00:00 AM,K22-547953,APP WNL
A1006379,FOSTER,GENERAL,02/14/2022 12:00:00 AM,K21-543102,APP WNL
A1006506,RETURNED TO OWNER,WESTMORELD,12/27/2021 12:00:00 AM,K21-544349,APP WNL
A1006791,ADOPTION,ADOPETS,04/02/2022 12:00:00 AM,K22-550827,APP WNL
A1006863,ADOPTION,WESTMORELD,06/19/2022 12:00:00 AM,K22-557136,APP WNL
A1007580,RETURNED TO OWNER,WESTMORELD,06/02/2022 12:00:00 AM,K22-556115,APP WNL
A1007977,ADOPTION,WESTMORELD,11/20/2021 12:00:00 AM,K21-541524,APP WNL
A1008294,EUTHANIZED,BEHAVIOR,04/04/2022 12:00:00 AM,K22-550627,APP WNL
A1008442,EUTHANIZED,SPACE,06/25/2022 12:00:00 AM,K22-557014,APP WNL
A1008756,EUTHANIZED,BEHAVIOR,02/26/2022 12:00:00 AM,K22-548037,APP WNL
A1008842,RETURNED TO OWNER,WESTMORELD,05/10/2022 12:00:00 AM,K22-552109,APP WNL
A1009189,RETURNED TO OWNER,WESTMORELD,05/21/2022 12:00:00 AM,K22-554957,APP WNL
A1009934,EUTHANIZED,BITE,01/27/2022 12:00:00 AM,K22-545499,APP WNL
A1010062,RETURNED TO OWNER,WESTMORELD,04/22/2022 12:00:00 AM,K22-552598,APP WNL
A1010137,RETURNED TO OWNER,WESTMORELD,04/21/2022 12:00:00 AM,K22-552599,APP WNL
A1010432,RETURNED TO OWNER,WESTMORELD,04/02/2022 12:00:00 AM,K22-550399,APP WNL
A1011031,RETURNED TO OWNER,WESTMORELD,08/14/2022 12:00:00 AM,K22-561713,APP WNL
A1011595,ADOPTION,WESTMORELD,06/28/2022 12:00:00 AM,K22-555342,APP WNL
A1011964,TRANSFER,GENERAL,02/05/2022 12:00:00 AM,K22-546801,APP WNL
A1011968,TRANSFER,MEDICAL,02/05/2022 12:00:00 AM,K22-546802,APP INJ
A1011968,RETURNED TO OWNER,WESTMORELD,10/20/2021 12:00:00 AM,K21-539347,APP WNL
A1012195,FOSTER,SAME DAY,12/24/2021 12:00:00 AM,K21-542742,APP WNL
A1012195,TREATMENT,COMPLETED,03/21/2022 12:00:00 AM,K22-550106,APP WNL
A1012195,ADOPTION,IN FOSTER,04/06/2022 12:00:00 AM,K22-551394,APP WNL
A1012270,EUTHANIZED,MEDICAL,05/15/2022 12:00:00 AM,K22-554703,CRITICAL
A1012469,FOSTER,SAME DAY,06/30/2022 12:00:00 AM,K22-553933,APP WNL
A1012928,RETURNED TO OWNER,FIELD,12/26/2021 12:00:00 AM,K21-544360,APP WNL
A1013033,RETURNED TO OWNER,FIELD,08/24/2022 12:00:00 AM,K22-563411,APP WNL
A1013155,TREATMENT,COMPLETED,07/08/2022 12:00:00 AM,K22-559294,APP WNL
A1013155,FOSTER,GENERAL,04/14/2022 12:00:00 AM,K21-544629,APP WNL
A1013155,TREATMENT,COMPLETED,06/03/2022 12:00:00 AM,K22-556397,APP WNL
A1013155,ADOPTION,BY FOSTER,04/22/2022 12:00:00 AM,K22-552673,APP WNL
A1013243,RETURNED TO OWNER,WESTMORELD,07/03/2022 12:00:00 AM,K22-558081,APP WNL
A1013516,EUTHANIZED,MEDICAL,08/25/2022 12:00:00 AM,K22-563541,CRITICAL
A1013764,ADOPTION,WESTMORELD,07/13/2022 12:00:00 AM,K22-559116,APP WNL
A1014092,RETURNED TO OWNER,WESTMORELD,02/04/2022 12:00:00 AM,K22-547179,CRITICAL
A1014800,ADOPTION,WESTMORELD,06/22/2022 12:00:00 AM,K22-557825,APP WNL
A1014920,TREATMENT,COMPLETED,11/06/2021 12:00:00 AM,K21-540774,APP WNL
A1015027,RETURNED TO OWNER,WESTMORELD,02/27/2022 12:00:00 AM,K22-548666,APP WNL
A1015088,RETURNED TO OWNER,WESTMORELD,05/16/2022 12:00:00 AM,K22-554719,APP WNL
A1015088,EUTHANIZED,BITE,09/13/2022 12:00:00 AM,K22-563530,APP WNL
A1015436,EUTHANIZED,RABIES EXP,08/31/2022 12:00:00 AM,K22-563575,APP WNL
A1016781,RETURNED TO OWNER,FIELD,01/06/2022 12:00:00 AM,K21-543795,APP WNL
A1016850,RETURNED TO OWNER,FIELD,03/17/2022 12:00:00 AM,K22-549920,APP WNL
A1017801,EUTHANIZED,BEHAVIOR,12/04/2021 12:00:00 AM,K21-541851,APP WNL
A1017914,TREATMENT,COMPLETED,11/08/2021 12:00:00 AM,K21-540945,APP WNL
A1017914,EUTHANIZED,BEHAVIOR,02/03/2022 12:00:00 AM,K22-546257,APP WNL
A1018431,ADOPTION,WESTMORELD,06/10/2022 12:00:00 AM,K22-556518,APP WNL
A1018567,TRANSFER,GENERAL,08/14/2022 12:00:00 AM,K22-554584,APP WNL
A1018801,RETURNED TO OWNER,FIELD,05/26/2022 12:00:00 AM,K22-555657,APP WNL
A1019067,ADOPTION,IN FOSTER,04/06/2022 12:00:00 AM,K22-551403,APP WNL
A1019067,FOSTER,APPOINT,03/13/2022 12:00:00 AM,K22-547009,APP WNL
A1019298,RETURNED TO OWNER,FIELD,10/07/2021 12:00:00 AM,K21-538371,APP WNL
A1019299,RETURNED TO OWNER,FIELD,10/07/2021 12:00:00 AM,K21-538372,APP WNL
A1019299,EUTHANIZED,BITE,10/21/2021 12:00:00 AM,K21-538407,APP WNL
A1019393,ADOPTION,WESTMORELD,01/20/2022 12:00:00 AM,K21-544738,APP INJ
A1019573,EUTHANIZED,BEHAVIOR,04/23/2022 12:00:00 AM,K22-552557,APP WNL
A1020110,ADOPTION,EVENT,06/18/2022 12:00:00 AM,K22-555884,APP WNL
A1020176,TRANSFER,GENERAL,06/21/2022 12:00:00 AM,K22-557386,APP WNL
A1020220,RETURNED TO OWNER,WESTMORELD,12/19/2021 12:00:00 AM,K21-543252,APP WNL
A1020276,RETURNED TO OWNER,FIELD,08/09/2022 12:00:00 AM,K22-562084,APP WNL
A1020344,FOSTER,GENERAL,09/19/2022 12:00:00 AM,K22-563863,APP WNL
A1020356,RETURNED TO OWNER,WESTMORELD,04/25/2022 12:00:00 AM,K22-552084,APP WNL
A1020422,TREATMENT,COMPLETED,11/14/2021 12:00:00 AM,K21-541444,APP WNL
A1020748,RETURNED TO OWNER,FIELD,01/09/2022 12:00:00 AM,K22-545429,APP WNL
A1020748,ADOPTION,WESTMORELD,02/12/2022 12:00:00 AM,K22-546481,APP WNL
A1020748,ADOPTION,WESTMORELD,05/21/2022 12:00:00 AM,K22-553774,APP WNL
A1021199,RETURNED TO OWNER,WESTMORELD,02/10/2022 12:00:00 AM,K22-547068,APP WNL
A1021474,TREATMENT,COMPLETED,02/13/2022 12:00:00 AM,K22-547721,APP WNL
A1021474,TREATMENT,COMPLETED,01/01/2022 12:00:00 AM,K22-544810,APP WNL
A1021475,TREATMENT,COMPLETED,02/12/2022 12:00:00 AM,K22-547720,APP WNL
A1021501,RETURNED TO OWNER,FIELD,01/05/2022 12:00:00 AM,K22-545112,APP WNL
A1021501,RETURNED TO OWNER,WESTMORELD,02/26/2022 12:00:00 AM,K22-548620,APP WNL
A1021501,ADOPTION,EAC,08/15/2022 12:00:00 AM,K22-558842,APP WNL
A1022166,RETURNED TO OWNER,WESTMORELD,01/07/2022 12:00:00 AM,K21-543144,APP WNL
A1022526,EUTHANIZED,SBI,09/13/2022 12:00:00 AM,K22-562248,APP WNL
A1022739,TREATMENT,COMPLETED,07/29/2022 12:00:00 AM,K22-561181,APP WNL
A1022739,TREATMENT,COMPLETED,06/30/2022 12:00:00 AM,K22-558532,APP WNL
A1022739,TREATMENT,COMPLETED,08/31/2022 12:00:00 AM,K22-563912,APP WNL
A1022739,ADOPTION,WESTMORELD,05/23/2022 12:00:00 AM,K22-553775,APP WNL
A1022799,EUTHANIZED,BEHAVIOR,08/17/2022 12:00:00 AM,K22-561499,APP WNL
A1023434,ADOPTION,ADOPETS,11/27/2021 12:00:00 AM,K21-542255,APP WNL
A1023434,ADOPTION,WESTMORELD,12/03/2021 12:00:00 AM,K21-542382,APP WNL
A1023641,RETURNED TO OWNER,FIELD,03/10/2022 12:00:00 AM,K22-549480,APP WNL
A1023798,FOSTER,TO ADOPT,08/23/2022 12:00:00 AM,K22-561941,APP WNL
A1023983,RETURNED TO OWNER,WESTMORELD,11/24/2021 12:00:00 AM,K21-542156,APP WNL
A1023986,TRANSFER,TRANSPORT,03/25/2022 12:00:00 AM,K21-544166,APP SICK
A1024627,RETURNED TO OWNER,WESTMORELD,02/07/2022 12:00:00 AM,K22-547319,APP WNL
A1025176,ADOPTION,WESTMORELD,11/29/2021 12:00:00 AM,K21-542145,APP WNL
A1025250,EUTHANIZED,MEDICAL,12/30/2021 12:00:00 AM,K21-544674,CRITICAL
A1025530,TREATMENT,COMPLETED,01/03/2022 12:00:00 AM,K22-544970,APP WNL
A1025530,TREATMENT,COMPLETED,02/06/2022 12:00:00 AM,K22-547269,APP WNL
A1025530,ADOPTION,WESTMORELD,12/03/2021 12:00:00 AM,K21-541659,APP WNL
A1025530,TREATMENT,COMPLETED,03/14/2022 12:00:00 AM,K22-549673,APP WNL
A1025713,RETURNED TO OWNER,WESTMORELD,07/09/2022 12:00:00 AM,K22-559458,APP WNL
A1025935,EUTHANIZED,BEHAVIOR,03/15/2022 12:00:00 AM,K22-549465,APP WNL
A1026530,RETURNED TO OWNER,WESTMORELD,12/19/2021 12:00:00 AM,K21-543951,APP WNL
A1026648,ADOPTION,WESTMORELD,06/24/2022 12:00:00 AM,K22-557701,APP WNL
A1026659,RETURNED TO OWNER,WESTMORELD,05/21/2022 12:00:00 AM,K22-554285,APP WNL
A1027921,RETURNED TO OWNER,WESTMORELD,01/16/2022 12:00:00 AM,K22-545266,APP WNL
A1028146,EUTHANIZED,BITE,11/29/2021 12:00:00 AM,K21-542267,APP WNL
A1028186,RETURNED TO OWNER,FIELD,01/07/2022 12:00:00 AM,K22-545277,APP WNL
A1028719,RETURNED TO OWNER,WESTMORELD,02/20/2022 12:00:00 AM,K22-548247,APP WNL
A1029139,FOSTER,SAME DAY,08/28/2022 12:00:00 AM,K22-562928,APP WNL
A1029139,FOSTER,GENERAL,10/26/2022 12:00:00 AM,K22-565988,APP WNL
A1029294,RETURNED TO OWNER,WESTMORELD,10/10/2021 12:00:00 AM,K21-538251,APP WNL
A1029394,EUTHANIZED,BEHAVIOR,01/10/2022 12:00:00 AM,K22-545070,APP WNL
A1029450,EUTHANIZED,BITE,05/14/2022 12:00:00 AM,K22-554533,APP WNL
A1029798,ADOPTION,WESTMORELD,04/10/2022 12:00:00 AM,K22-550273,APP WNL
A1029798,ADOPTION,WESTMORELD,12/05/2021 12:00:00 AM,K21-542868,APP WNL
A1029798,ADOPTION,WESTMORELD,08/19/2022 12:00:00 AM,K22-562663,APP WNL
A1029911,FOSTER,GENERAL,09/24/2022 12:00:00 AM,K22-562892,APP WNL
A1029972,EUTHANIZED,SPACE,10/06/2022 12:00:00 AM,K22-565720,APP WNL
A1030124,RETURNED TO OWNER,WESTMORELD,09/09/2022 12:00:00 AM,K22-564135,APP WNL
A1030158,RETURNED TO OWNER,FIELD,03/10/2022 12:00:00 AM,K22-549529,APP WNL
A1030749,RETURNED TO OWNER,WESTMORELD,09/24/2022 12:00:00 AM,K22-565821,APP WNL
A1030935,TREATMENT,COMPLETED,11/16/2021 12:00:00 AM,K21-541580,APP WNL
A1030935,TREATMENT,COMPLETED,10/07/2021 12:00:00 AM,K21-538396,APP WNL
A1030986,EUTHANIZED,BEHAVIOR,06/14/2022 12:00:00 AM,K22-556810,APP WNL
A1031072,EUTHANIZED,SPACE,09/17/2022 12:00:00 AM,K22-563633,APP WNL
A1031714,ADOPTION,MEGA,09/03/2022 12:00:00 AM,K22-564208,APP WNL
A1031714,FOSTER,SHORT TERM,08/30/2022 12:00:00 AM,K22-561486,APP WNL
A1031714,FOSTER,GENERAL,07/21/2022 12:00:00 AM,K22-558419,APP INJ
A1031743,ADOPTION,IN FOSTER,03/19/2022 12:00:00 AM,K22-550060,APP WNL
A1031743,FOSTER,APPOINT,12/09/2021 12:00:00 AM,K21-542261,APP WNL
A1031744,FOSTER,APPOINT,12/08/2021 12:00:00 AM,K21-542258,APP WNL
A1031744,FOSTER,GENERAL,01/04/2022 12:00:00 AM,K22-545027,APP WNL
A1031744,EUTHANIZED,BITE,01/11/2022 12:00:00 AM,K22-545224,APP WNL
A1031744,ADOPTION,IN FOSTER,12/27/2021 12:00:00 AM,K21-544464,APP WNL
A1031833,ADOPTION,ADOPETS,12/01/2021 12:00:00 AM,K21-542260,APP WNL
A1031924,RETURNED TO OWNER,WESTMORELD,07/27/2022 12:00:00 AM,K22-559667,APP WNL
A1031994,ADOPTION,WESTMORELD,03/13/2022 12:00:00 AM,K22-547008,APP WNL
A1032087,ADOPTION,ADOPETS,11/19/2021 12:00:00 AM,K21-540157,APP WNL
A1032143,EUTHANIZED,SPACE,09/15/2022 12:00:00 AM,K22-565242,APP WNL
A1032248,RETURNED TO OWNER,FIELD,10/15/2021 12:00:00 AM,K21-539138,APP WNL
A1032513,ADOPTION,WESTMORELD,03/02/2022 12:00:00 AM,K22-546058,APP WNL
A1032519,RETURNED TO OWNER,FIELD,10/04/2021 12:00:00 AM,K21-538175,APP WNL
A1032542,RETURNED TO OWNER,WESTMORELD,09/20/2022 12:00:00 AM,K22-565531,APP WNL
A1032647,EUTHANIZED,SBI,11/03/2022 12:00:00 AM,K22-566283,APP WNL
A1032847,ADOPTION,ADOPETS,01/25/2022 12:00:00 AM,K22-546072,APP WNL
A1032907,EUTHANIZED,SBI,11/03/2022 12:00:00 AM,K22-566416,APP WNL
A1032907,RETURNED TO OWNER,FIELD,08/09/2022 12:00:00 AM,K22-562082,APP WNL
A1033238,RETURNED TO OWNER,FIELD,05/22/2022 12:00:00 AM,K22-555336,APP WNL
A1033666,EUTHANIZED,SPACE,09/07/2022 12:00:00 AM,K22-564067,APP SICK
A1033667,EUTHANIZED,SPACE,10/07/2022 12:00:00 AM,K22-564071,APP WNL
A1034276,RETURNED TO OWNER,WESTMORELD,03/01/2022 12:00:00 AM,K22-548191,APP WNL
A1034893,RETURNED TO OWNER,WESTMORELD,03/05/2022 12:00:00 AM,K22-548879,APP WNL
A1035361,ADOPTION,WESTMORELD,06/27/2022 12:00:00 AM,K22-557226,APP WNL
A1035652,EUTHANIZED,SPACE,09/28/2022 12:00:00 AM,K22-565206,APP WNL
A1035872,RETURNED TO OWNER,FIELD,01/03/2022 12:00:00 AM,K22-544957,APP INJ
A1036055,RETURNED TO OWNER,FIELD,05/04/2022 12:00:00 AM,K22-553806,APP WNL
A1037309,RETURNED TO OWNER,WESTMORELD,09/13/2022 12:00:00 AM,K22-565125,APP SICK
A1037805,RETURNED TO OWNER,WESTMORELD,12/26/2021 12:00:00 AM,K21-544033,APP WNL
A1038016,RETURNED TO OWNER,FIELD,11/27/2021 12:00:00 AM,K21-542365,APP WNL
A1038194,TRANSFER,GENERAL,06/29/2022 12:00:00 AM,K22-558175,APP WNL
A1038196,TREATMENT,COMPLETED,08/31/2022 12:00:00 AM,K22-558176,APP WNL
A1038289,ADOPTION,EAC,07/09/2022 12:00:00 AM,K22-554958,APP WNL
A1038632,TREATMENT,COMPLETED,03/23/2022 12:00:00 AM,K22-550303,APP WNL
A1038632,TREATMENT,COMPLETED,04/26/2022 12:00:00 AM,K22-552928,APP WNL
A1038632,ADOPTION,WESTMORELD,12/12/2021 12:00:00 AM,K21-538897,APP WNL
A1038917,RETURNED TO OWNER,WESTMORELD,01/21/2022 12:00:00 AM,K22-546179,APP INJ
A1039072,TRANSFER,GENERAL,07/23/2022 12:00:00 AM,K22-559223,APP WNL
A1039147,RETURNED TO OWNER,FIELD,02/13/2022 12:00:00 AM,K22-547833,APP WNL
A1039314,RETURNED TO OWNER,WESTMORELD,05/14/2022 12:00:00 AM,K22-554551,APP WNL
A1039822,FOSTER,APPOINT,07/30/2022 12:00:00 AM,K22-557711,APP WNL
A1039822,ADOPTION,IN FOSTER,08/31/2022 12:00:00 AM,K22-564023,APP WNL
A1040000,EUTHANIZED,SPACE,09/22/2022 12:00:00 AM,K22-565247,APP WNL
A1040568,ADOPTION,WESTMORELD,02/03/2022 12:00:00 AM,K22-546664,APP WNL
A1040571,ADOPTION,WESTMORELD,04/11/2022 12:00:00 AM,K22-550690,APP WNL
A1040757,RETURNED TO OWNER,WESTMORELD,02/04/2022 12:00:00 AM,K22-546875,APP WNL
A1040798,ADOPTION,IN FOSTER,04/14/2022 12:00:00 AM,K22-552069,APP WNL
A1040798,FOSTER,GENERAL,04/02/2022 12:00:00 AM,K22-548276,APP WNL
A1040798,TREATMENT,COMPLETED,05/29/2022 12:00:00 AM,K22-555955,APP WNL
A1040798,TREATMENT,COMPLETED,07/01/2022 12:00:00 AM,K22-558717,APP WNL
A1040798,TREATMENT,COMPLETED,08/08/2022 12:00:00 AM,K22-561918,APP WNL
A1040831,TRANSFER,TRANSPORT,02/01/2022 12:00:00 AM,K22-546985,APP WNL
A1040831,FOSTER,TRANSPORT,01/12/2022 12:00:00 AM,K21-542947,APP WNL
A1040950,RETURNED TO OWNER,WESTMORELD,05/29/2022 12:00:00 AM,K22-554395,APP WNL
A1041055,ADOPTION,WESTMORELD,05/08/2022 12:00:00 AM,K22-553899,APP WNL
A1041395,ADOPTION,WESTMORELD,07/01/2022 12:00:00 AM,K22-557549,APP WNL
A1042219,ADOPTION,WESTMORELD,12/29/2021 12:00:00 AM,K21-544605,APP WNL
A1042308,RETURNED TO OWNER,WESTMORELD,01/12/2022 12:00:00 AM,K22-545527,APP WNL
