Animal_Id,Intake_Type,Intake_Subtype,Reason,Intake_Date,Intake_Condition,Hold_Request
A0951376,OWNER SURRENDER,WALK IN,NOTRIGHTFT,01/18/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0951376,OWNER SURRENDER,APPOINT,MEDICAL,12/28/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0951958,OWNER SURRENDER,EUTHANASIA REQUESTED,MEDICAL,10/13/2021 12:00:00 AM,APP SICK,N/A
A0952716,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,N/A
A0953210,OWNER SURRENDER,WALK IN,HOUSING,08/15/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0953923,OWNER SURRENDER,PICK UP,MEDICAL,07/30/2022 12:00:00 AM,APP SICK,N/A
A0954670,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,N/A
A0955662,OWNER SURRENDER,APPOINT,MEDICAL,09/24/2022 12:00:00 AM,APP INJ,ADOP RESCU
A0957113,CONFISCATED,QUARANTINE,OTHRINTAKS,01/12/2022 12:00:00 AM,APP WNL,QUARANTINE
A0958104,TREATMENT,HEART WORM,OTHER,11/10/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0959863,OWNER SURRENDER,APPOINT,HOUSING,08/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0959913,CONFISCATED,QUARANTINE,OTHRINTAKS,02/01/2022 12:00:00 AM,APP WNL,QUARANTINE
A0960163,OWNER SURRENDER,URGENT,MEDICAL,02/05/2022 12:00:00 AM,CRITICAL,N/A
A0960943,CONFISCATED,QUARANTINE,OTHRINTAKS,05/18/2022 12:00:00 AM,APP WNL,QUARANTINE
A0961716,STRAY,CONFINED,OTHRINTAKS,11/17/2021 12:00:00 AM,APP WNL,N/A
A0961923,OWNER SURRENDER,URGENT,MEDICAL,01/04/2022 12:00:00 AM,CRITICAL,N/A
A0963029,STRAY,AT LARGE,OTHRINTAKS,04/22/2022 12:00:00 AM,APP SICK,RESC FOSTR
A0963079,CONFISCATED,QUARANTINE,OTHRINTAKS,04/23/2022 12:00:00 AM,APP WNL,QUARANTINE
A0963460,OWNER SURRENDER,URGENT,MEDICAL,10/04/2021 12:00:00 AM,APP INJ,RESC FOSTR
A0964366,OWNER SURRENDER,URGENT,BEHAVIOR,05/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0965325,OWNER SURRENDER,URGENT,MEDICAL,02/18/2022 12:00:00 AM,APP INJ,RESCU ONLY
A0965394,TREATMENT,HEART WORM,OTHER,08/21/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0965394,STRAY,AT LARGE,OTHRINTAKS,07/19/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0965394,FOSTER,FOR ADOPT,OTHER,08/21/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0966345,STRAY,AT LARGE,OTHRINTAKS,12/11/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0966432,OWNER SURRENDER,WALK IN,BEHAVIOR,12/30/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0966432,OWNER SURRENDER,WALK IN,PERSNLISSU,12/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0967122,STRAY,AT LARGE,OTHRINTAKS,02/27/2022 12:00:00 AM,APP WNL,N/A
A0968876,TRANSFER,OWNER SURR,NOTRIGHTFT,03/25/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0968876,OWNER SURRENDER,WALK IN,BEHAVIOR,05/18/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0968877,OWNER SURRENDER,WALK IN,HOUSING,05/04/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0968877,TRANSFER,OWNER SURR,NOTRIGHTFT,03/25/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0969277,TRANSFER,OWNER SURR,OTHRINTAKS,03/01/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0969517,OWNER SURRENDER,QUARANTINE,BEHAVIOR,11/06/2021 12:00:00 AM,APP WNL,RABIES SPECIMEN
A0969550,STRAY,AT LARGE,OTHRINTAKS,08/25/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0969550,FOSTER,RETURN,OTHRINTAKS,09/03/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0970018,STRAY,AT LARGE,OTHRINTAKS,05/05/2022 12:00:00 AM,APP WNL,N/A
A0970129,CONFISCATED,QUARANTINE,OTHRINTAKS,02/19/2022 12:00:00 AM,APP WNL,QUARANTINE
A0970499,STRAY,AT LARGE,OTHRINTAKS,07/19/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0970763,TRANSFER,OWNER SURR,OTHER,12/01/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0970794,STRAY,AT LARGE,OTHRINTAKS,05/22/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0970836,STRAY,CONFINED,OTHRINTAKS,11/12/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0971776,CONFISCATED,QUARANTINE,OTHRINTAKS,04/02/2022 12:00:00 AM,APP WNL,QUARANTINE
A0972496,FOSTER,RETURN,OTHER,03/21/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0972496,FOSTER,RETURN,OTHRINTAKS,03/17/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0972496,OWNER SURRENDER,APPOINT,BEHAVIOR,01/01/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0974279,STRAY,AT LARGE,OTHRINTAKS,10/04/2021 12:00:00 AM,APP WNL,N/A
A0974694,CONFISCATED,QUARANTINE,OTHRINTAKS,01/12/2022 12:00:00 AM,APP WNL,QUARANTINE
A0977563,STRAY,AT LARGE,OTHRINTAKS,12/06/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0978196,CONFISCATED,QUARANTINE,OTHRINTAKS,12/09/2021 12:00:00 AM,APP WNL,QUARANTINE
A0980028,TRANSFER,STRAY,OTHRINTAKS,04/28/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0980543,OWNER SURRENDER,URGENT,MEDICAL,08/17/2022 12:00:00 AM,APP WNL,EMERGENCY RESCUE
A0981251,STRAY,CONFINED,OTHRINTAKS,04/10/2022 12:00:00 AM,APP INJ,ADOP RESCU
A0981599,STRAY,TRAP,OTHRINTAKS,11/09/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0981904,STRAY,AT LARGE,OTHRINTAKS,02/26/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0981904,FOSTER,FOR ADOPT,OTHRINTAKS,09/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0981913,STRAY,AT LARGE,OTHRINTAKS,10/02/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0982021,STRAY,AT LARGE,OTHRINTAKS,06/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0982030,STRAY,AT LARGE,OTHRINTAKS,09/23/2022 12:00:00 AM,APP INJ,EVAL
A0982658,TREATMENT,HEART WORM,OTHER,08/30/2022 12:00:00 AM,APP WNL,N/A
A0982658,TREATMENT,HEART WORM,OTHER,07/29/2022 12:00:00 AM,APP WNL,N/A
A0982658,OWNER SURRENDER,URGENT,HOUSING,06/22/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0983017,CONFISCATED,QUARANTINE,OTHRINTAKS,04/06/2022 12:00:00 AM,APP WNL,QUARANTINE
A0983134,TREATMENT,HEART WORM,OTHER,10/10/2021 12:00:00 AM,APP WNL,N/A
A0983545,STRAY,AT LARGE,OTHRINTAKS,10/04/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0983588,OWNER SURRENDER,URGENT,BEHAVIOR,12/31/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0983903,STRAY,AT LARGE,OTHRINTAKS,08/29/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0984077,STRAY,AT LARGE,OTHRINTAKS,08/29/2022 12:00:00 AM,APP SICK,ADOP RESCU
A0985507,CONFISCATED,QUARANTINE,OTHRINTAKS,04/28/2022 12:00:00 AM,APP WNL,QUARANTINE
A0985661,OWNER SURRENDER,URGENT,BEHAVIOR,10/22/2021 12:00:00 AM,APP WNL,N/A
A0985819,CONFISCATED,SAC,OTHER,10/30/2021 12:00:00 AM,DECEASED,N/A
A0986041,CONFISCATED,QUARANTINE,OTHRINTAKS,03/28/2022 12:00:00 AM,APP WNL,QUARANTINE
A0986052,STRAY,AT LARGE,MEDICAL,10/23/2021 12:00:00 AM,APP INJ,EMERGENCY RESCUE
A0986887,STRAY,QUARANTINE,OTHER,05/20/2022 12:00:00 AM,APP WNL,EUTH
A0986941,STRAY,AT LARGE,OTHRINTAKS,09/15/2022 12:00:00 AM,APP INJ,EMERGENCY RESCUE
A0987098,STRAY,CONFINED,OTHRINTAKS,04/28/2022 12:00:00 AM,APP INJ,RESCU ONLY
A0987607,TREATMENT,FOLLOWUP,OTHER,10/10/2021 12:00:00 AM,APP INJ,ADOP RESCU
A0988044,OWNER SURRENDER,WALK IN,PERSNLISSU,12/14/2021 12:00:00 AM,APP SICK,ADOP RESCU
A0988439,OWNER SURRENDER,URGENT,PERSNLISSU,01/21/2022 12:00:00 AM,APP WNL,RESC FOSTR
A0988439,FOSTER,APPOINT,BEHAVIOR,02/08/2022 12:00:00 AM,APP SICK,RESCU ONLY
A0989263,STRAY,AT LARGE,OTHRINTAKS,07/31/2022 12:00:00 AM,APP WNL,EUTH
A0989672,OWNER SURRENDER,APPOINT,NOTRIGHTFT,04/15/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0989784,STRAY,AT LARGE,OTHRINTAKS,03/05/2022 12:00:00 AM,APP WNL,N/A
A0989917,STRAY,AT LARGE,OTHRINTAKS,12/10/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0989917,OWNER SURRENDER,QUARANTINE,BEHAVIOR,01/01/2022 12:00:00 AM,APP WNL,RABIES SPECIMEN
A0989968,OWNER SURRENDER,APPOINT,HOUSING,06/18/2022 12:00:00 AM,APP WNL,RESCU ONLY
A0990220,STRAY,AT LARGE,OTHER,11/22/2021 12:00:00 AM,APP WNL,N/A
A0991818,STRAY,AT LARGE,OTHRINTAKS,09/12/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0991994,STRAY,AT LARGE,OTHRINTAKS,06/13/2022 12:00:00 AM,APP SICK,RESCU ONLY
A0992721,STRAY,AT LARGE,OTHRINTAKS,04/13/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0992867,OWNER SURRENDER,APPOINT,HOUSING,04/26/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0992867,STRAY,AT LARGE,OTHRINTAKS,07/15/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0993954,FOSTER,FOR ADOPT,OTHER,10/13/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0994062,STRAY,CONFINED,OTHRINTAKS,12/06/2021 12:00:00 AM,APP WNL,ADOP RESCU
A0994133,STRAY,CONFINED,OTHRINTAKS,07/24/2022 12:00:00 AM,APP WNL,N/A
A0994137,STRAY,CONFINED,OTHRINTAKS,07/24/2022 12:00:00 AM,APP WNL,N/A
A0994846,TRANSFER,OWNER SURR,OTHRINTAKS,04/26/2022 12:00:00 AM,APP WNL,ADOP RESCU
A0995010,OWNER SURRENDER,APPOINT,BEHAVIOR,06/08/2022 12:00:00 AM,APP WNL,EUTH
A0998289,OWNER SURRENDER,URGENT,PERSNLISSU,01/21/2022 12:00:00 AM,APP WNL,RESC FOSTR
A0998347,CONFISCATED,SAC,OTHRINTAKS,08/15/2022 12:00:00 AM,APP WNL,SAC
A0998966,CONFISCATED,SAC,PERSNLISSU,05/18/2022 12:00:00 AM,DECEASED,N/A
A0999124,CONFISCATED,QUARANTINE,OTHRINTAKS,05/20/2022 12:00:00 AM,APP WNL,QUARANTINE
A0999124,STRAY,AT LARGE,OTHER,10/19/2021 12:00:00 AM,APP WNL,N/A
A1000140,CONFISCATED,QUARANTINE,OTHRINTAKS,01/28/2022 12:00:00 AM,APP WNL,QUARANTINE
A1000868,CONFISCATED,SAC,OTHRINTAKS,03/05/2022 12:00:00 AM,CRITICAL,FIELD
A1001177,TREATMENT,FOLLOWUP,OTHER,02/20/2022 12:00:00 AM,APP WNL,N/A
A1001177,TREATMENT,HEART WORM,OTHER,03/11/2022 12:00:00 AM,APP WNL,N/A
A1001177,TREATMENT,HEART WORM,OTHER,04/12/2022 12:00:00 AM,APP WNL,N/A
A1001177,OWNER SURRENDER,PICK UP,BEHAVIOR,11/04/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1001188,CONFISCATED,QUARANTINE,OTHRINTAKS,06/29/2022 12:00:00 AM,APP WNL,QUARANTINE
A1001892,STRAY,CONFINED,OTHER,02/20/2022 12:00:00 AM,APP INJ,RESCU ONLY
A1002083,KEEPSAFE,OWN HOSPIT,OTHRINTAKS,11/29/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1002166,OWNER SURRENDER,WALK IN,PERSNLISSU,12/30/2021 12:00:00 AM,APP INJ,RESC FOSTR
A1002192,TREATMENT,HEART WORM,OTHER,12/30/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1002192,TREATMENT,HEART WORM,OTHER,11/04/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1002192,TREATMENT,HEART WORM,OTHER,03/28/2022 12:00:00 AM,APP WNL,N/A
A1003255,STRAY,AT LARGE,OTHRINTAKS,08/18/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1003694,STRAY,AT LARGE,OTHRINTAKS,04/28/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1003752,TREATMENT,HEART WORM,OTHER,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1003752,TREATMENT,HEART WORM,OTHER,12/16/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1003752,TREATMENT,HEART WORM,OTHER,01/20/2022 12:00:00 AM,APP WNL,N/A
A1003974,TREATMENT,HEART WORM,OTHER,10/18/2021 12:00:00 AM,APP WNL,N/A
A1003974,OWNER SURRENDER,APPOINT,NOTRIGHTFT,09/27/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1004045,FOSTER,RETURN,OTHER,05/27/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1004045,OWNER SURRENDER,WALK IN,OTHER,04/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1004091,TREATMENT,HEART WORM,OTHER,10/23/2021 12:00:00 AM,APP WNL,N/A
A1004091,TREATMENT,HEART WORM,OTHRINTAKS,11/29/2021 12:00:00 AM,APP WNL,N/A
A1004272,STRAY,AT LARGE,OTHRINTAKS,02/28/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1004381,TREATMENT,HEART WORM,OTHRINTAKS,04/07/2022 12:00:00 AM,APP WNL,N/A
A1004381,TREATMENT,HEART WORM,OTHRINTAKS,02/02/2022 12:00:00 AM,APP WNL,N/A
A1004598,OWNER SURRENDER,APPOINT,HOUSING,04/15/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1004638,STRAY,AT LARGE,OTHRINTAKS,01/20/2022 12:00:00 AM,APP WNL,N/A
A1004833,TRANSFER,STRAY,OTHRINTAKS,05/26/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1004833,FOSTER,FOR ADOPT,OTHER,08/30/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1005038,STRAY,AT LARGE,OTHRINTAKS,08/28/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1005263,OWNER SURRENDER,APPOINT,PERSNLISSU,07/04/2022 12:00:00 AM,APP WNL,EUTH
A1005320,OWNER SURRENDER,URGENT,PERSNLISSU,12/01/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1005324,OWNER SURRENDER,URGENT,PERSNLISSU,12/01/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1005336,CONFISCATED,QUARANTINE,OTHRINTAKS,02/18/2022 12:00:00 AM,APP WNL,QUARANTINE
A1005666,OWNER SURRENDER,APPOINT,NOTRIGHTFT,09/16/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1006379,STRAY,AT LARGE,OTHRINTAKS,12/01/2021 12:00:00 AM,APP WNL,N/A
A1006379,FOSTER,RETURN,OTHRINTAKS,02/15/2022 12:00:00 AM,APP SICK,EUTH
A1006379,OWNER SURRENDER,APPOINT,PERSNLISSU,12/07/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1006506,STRAY,CONFINED,OTHRINTAKS,12/26/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1006791,OWNER SURRENDER,APPOINT,NOTRIGHTFT,03/30/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1006863,OWNER SURRENDER,APPOINT,FINANCIAL,06/12/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1007580,OWNER SURRENDER,APPOINT,OTHRINTAKS,05/31/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1007977,OWNER SURRENDER,WALK IN,HOUSING,11/14/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1008294,OWNER SURRENDER,APPOINT,BEHAVIOR,03/27/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1008442,STRAY,AT LARGE,OTHRINTAKS,06/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1008756,TRANSFER,OWNER SURR,OTHRINTAKS,02/16/2022 12:00:00 AM,APP WNL,EUTH
A1008842,CONFISCATED,DANGEROUS,OTHRINTAKS,04/15/2022 12:00:00 AM,APP WNL,DD/AGG
A1009189,STRAY,AT LARGE,OTHRINTAKS,05/18/2022 12:00:00 AM,APP INJ,N/A
A1009934,CONFISCATED,QUARANTINE,OTHRINTAKS,01/11/2022 12:00:00 AM,APP WNL,QUARANTINE
A1010062,CONFISCATED,SAC,OTHRINTAKS,04/21/2022 12:00:00 AM,APP WNL,N/A
A1010137,STRAY,CONFINED,OTHRINTAKS,04/21/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1010432,CONFISCATED,QUARANTINE,OTHRINTAKS,03/24/2022 12:00:00 AM,APP WNL,QUARANTINE
A1011031,OWNER SURRENDER,QUARANTINE,NOTRIGHTFT,08/04/2022 12:00:00 AM,APP WNL,QUARANTINE
A1011595,OWNER SURRENDER,APPOINT,NOTRIGHTFT,05/22/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1011964,STRAY,AT LARGE,OTHRINTAKS,01/30/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1011968,STRAY,AT LARGE,OTHRINTAKS,01/30/2022 12:00:00 AM,APP INJ,RESCU ONLY
A1011968,STRAY,AT LARGE,OTHRINTAKS,10/18/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1012195,FOSTER,RETURN,OTHRINTAKS,12/02/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1012195,TREATMENT,HEART WORM,OTHRINTAKS,03/20/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1012195,FOSTER,FOR ADOPT,OTHER,04/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1012270,OWNER SURRENDER,URGENT,MEDICAL,05/15/2022 12:00:00 AM,CRITICAL,N/A
A1012469,TRANSFER,STRAY,OTHRINTAKS,05/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1012928,STRAY,CONFINED,OTHRINTAKS,12/26/2021 12:00:00 AM,APP WNL,N/A
A1013033,STRAY,AT LARGE,OTHRINTAKS,08/24/2022 12:00:00 AM,APP WNL,N/A
A1013155,TREATMENT,HEART WORM,OTHRINTAKS,07/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1013155,STRAY,CONFINED,OTHRINTAKS,12/29/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1013155,TREATMENT,HEART WORM,OTHER,06/03/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1013155,FOSTER,FOR ADOPT,OTHER,04/22/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1013243,CONFISCATED,QUARANTINE,OTHRINTAKS,06/23/2022 12:00:00 AM,APP WNL,QUARANTINE
A1013516,OWNER SURRENDER,WALK IN,MEDICAL,08/25/2022 12:00:00 AM,CRITICAL,N/A
A1013764,STRAY,AT LARGE,OTHRINTAKS,07/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1014092,STRAY,AT LARGE,OTHRINTAKS,02/04/2022 12:00:00 AM,CRITICAL,N/A
A1014800,OWNER SURRENDER,APPOINT,HOUSING,06/20/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1014920,TREATMENT,HEART WORM,OTHER,11/05/2021 12:00:00 AM,APP WNL,N/A
A1015027,STRAY,AT LARGE,OTHRINTAKS,02/26/2022 12:00:00 AM,APP WNL,N/A
A1015088,STRAY,AT LARGE,OTHRINTAKS,05/16/2022 12:00:00 AM,APP WNL,N/A
A1015088,CONFISCATED,QUARANTINE,OTHRINTAKS,08/25/2022 12:00:00 AM,APP WNL,QUARANTINE
A1015436,CONFISCATED,QUARANTINE,OTHRINTAKS,08/25/2022 12:00:00 AM,APP WNL,QUARANTINE
A1016781,CONFISCATED,QUARANTINE,OTHRINTAKS,12/17/2021 12:00:00 AM,APP WNL,N/A
A1016850,STRAY,AT LARGE,OTHER,03/17/2022 12:00:00 AM,APP WNL,N/A
A1017801,OWNER SURRENDER,URGENT,BEHAVIOR,11/18/2021 12:00:00 AM,APP WNL,RESCU ONLY
A1017914,TREATMENT,HEART WORM,OTHER,11/07/2021 12:00:00 AM,APP WNL,N/A
A1017914,OWNER SURRENDER,APPOINT,BEHAVIOR,01/22/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1018431,STRAY,AT LARGE,OTHRINTAKS,06/04/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1018567,STRAY,AT LARGE,OTHRINTAKS,05/14/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1018801,STRAY,AT LARGE,OTHRINTAKS,05/26/2022 12:00:00 AM,APP WNL,N/A
A1019067,FOSTER,FOR ADOPT,OTHER,04/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1019067,STRAY,AT LARGE,OTHRINTAKS,02/01/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1019298,STRAY,AT LARGE,OTHRINTAKS,10/07/2021 12:00:00 AM,APP WNL,N/A
A1019299,STRAY,AT LARGE,OTHRINTAKS,10/07/2021 12:00:00 AM,APP WNL,N/A
A1019299,CONFISCATED,QUARANTINE,OTHRINTAKS,10/07/2021 12:00:00 AM,APP WNL,QUARANTINE
A1019393,STRAY,AT LARGE,OTHRINTAKS,12/31/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1019573,STRAY,AT LARGE,OTHRINTAKS,04/20/2022 12:00:00 AM,APP WNL,EUTH
A1020110,OWNER SURRENDER,APPOINT,HOUSING,05/28/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1020176,STRAY,AT LARGE,OTHRINTAKS,06/15/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1020220,CONFISCATED,QUARANTINE,OTHRINTAKS,12/09/2021 12:00:00 AM,APP WNL,QUARANTINE
A1020276,STRAY,AT LARGE,OTHRINTAKS,08/09/2022 12:00:00 AM,APP WNL,N/A
A1020344,OWNER SURRENDER,WALK IN,FINANCIAL,08/29/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1020356,CONFISCATED,QUARANTINE,OTHRINTAKS,04/14/2022 12:00:00 AM,APP WNL,QUARANTINE
A1020422,TREATMENT,HEART WORM,OTHER,11/13/2021 12:00:00 AM,APP WNL,N/A
A1020748,STRAY,AT LARGE,OTHRINTAKS,01/09/2022 12:00:00 AM,APP WNL,N/A
A1020748,OWNER SURRENDER,APPOINT,PERSNLISSU,01/25/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1020748,STRAY,AT LARGE,OTHRINTAKS,05/04/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1021199,STRAY,AT LARGE,OTHER,02/02/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1021474,TREATMENT,HEART WORM,OTHER,02/12/2022 12:00:00 AM,APP WNL,N/A
A1021474,TREATMENT,HEART WORM,OTHER,01/01/2022 12:00:00 AM,APP WNL,N/A
A1021475,TREATMENT,HEART WORM,OTHRINTAKS,02/12/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1021501,STRAY,AT LARGE,OTHER,01/05/2022 12:00:00 AM,APP WNL,N/A
A1021501,STRAY,CONFINED,OTHRINTAKS,02/25/2022 12:00:00 AM,APP WNL,N/A
A1021501,STRAY,AT LARGE,OTHRINTAKS,07/02/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1022166,CONFISCATED,DANGEROUS,OTHRINTAKS,12/08/2021 12:00:00 AM,APP INJ,DD/AGG
A1022526,CONFISCATED,QUARANTINE,OTHRINTAKS,08/10/2022 12:00:00 AM,APP WNL,SBI
A1022739,TREATMENT,HEART WORM,OTHER,07/29/2022 12:00:00 AM,APP WNL,N/A
A1022739,TREATMENT,HEART WORM,OTHER,06/29/2022 12:00:00 AM,APP WNL,N/A
A1022739,TREATMENT,HEART WORM,OTHER,08/30/2022 12:00:00 AM,APP WNL,N/A
A1022739,OWNER SURRENDER,WALK IN,BEHAVIOR,05/04/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1022799,KEEPSAFE,OWN DECEAS,OTHRINTAKS,08/01/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1023434,OWNER SURRENDER,URGENT,PERSNLISSU,11/25/2021 12:00:00 AM,APP WNL,ADOPTION
A1023434,OWNER SURRENDER,WALK IN,NOTRIGHTFT,11/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1023641,STRAY,AT LARGE,OTHER,03/10/2022 12:00:00 AM,APP WNL,N/A
A1023798,OWNER SURRENDER,APPOINT,NOTRIGHTFT,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1023983,STRAY,AT LARGE,OTHRINTAKS,11/23/2021 12:00:00 AM,APP SICK,N/A
A1023986,TRANSFER,STRAY,OTHRINTAKS,12/22/2021 12:00:00 AM,APP WNL,RESC FOSTR
A1024627,STRAY,CONFINED,OTHRINTAKS,02/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1025176,STRAY,AT LARGE,OTHER,11/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1025250,STRAY,AT LARGE,MEDICAL,12/30/2021 12:00:00 AM,CRITICAL,EMERGENCY RESCUE
A1025530,TREATMENT,HEART WORM,OTHER,01/03/2022 12:00:00 AM,APP WNL,N/A
A1025530,TREATMENT,HEART WORM,OTHER,02/06/2022 12:00:00 AM,APP WNL,N/A
A1025530,OWNER SURRENDER,APPOINT,HOUSING,11/16/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1025530,TREATMENT,HEART WORM,OTHER,03/13/2022 12:00:00 AM,APP WNL,N/A
A1025713,STRAY,AT LARGE,OTHRINTAKS,07/08/2022 12:00:00 AM,APP WNL,N/A
A1025935,OWNER SURRENDER,URGENT,BEHAVIOR,03/09/2022 12:00:00 AM,APP WNL,EUTH
A1026530,STRAY,AT LARGE,OTHRINTAKS,12/19/2021 12:00:00 AM,APP INJ,RESC FOSTR
A1026648,STRAY,AT LARGE,OTHRINTAKS,06/18/2022 12:00:00 AM,APP WNL,ADOPTION
A1026659,CONFISCATED,QUARANTINE,OTHRINTAKS,05/10/2022 12:00:00 AM,APP WNL,QUARANTINE
A1027921,CONFISCATED,QUARANTINE,OTHRINTAKS,01/07/2022 12:00:00 AM,APP WNL,QUARANTINE
A1028146,OWNER SURRENDER,QUARANTINE,BEHAVIOR,11/25/2021 12:00:00 AM,APP WNL,RABIES SPECIMEN
A1028186,STRAY,CONFINED,OTHRINTAKS,01/07/2022 12:00:00 AM,APP WNL,N/A
A1028719,TRANSFER,STRAY,OTHRINTAKS,02/19/2022 12:00:00 AM,APP WNL,ADOP RESCU
